#Al mole fraction	$Vac_{Al_1}$	$Vac_{Al_2}$	$Vac_{V}$	$V_{Al_1}$	$V_{Al_2}$	$Al_{V}$
0.74	1.55163561979	1.76108156979	1.97640976654	0.281177993241	0.568239883241	2.85315557676
0.740166666667	1.55201229914	1.76145824914	1.97533861185	0.282625827292	0.569687717292	2.85170774271
0.740333333333	1.55239516838	1.76184111838	1.97424888815	0.284098420235	0.571160310235	2.85023514976
0.7405	1.55278444283	1.76223039283	1.97313994951	0.285596633315	0.572658523315	2.84873693669
0.740666666667	1.55318034922	1.76262629922	1.97201111571	0.287121373508	0.574183263508	2.84721219649
0.740833333333	1.55358312656	1.76302907656	1.97086166974	0.288673596822	0.575735486822	2.84565997318
0.741	1.55399302701	1.76343897701	1.96969085511	0.290254311896	0.577316201896	2.8440792581
0.741166666667	1.55441031686	1.76385626686	1.96849787293	0.291864583935	0.578926473935	2.84246898606
0.741333333333	1.55483527765	1.76428122765	1.96728187863	0.293505539018	0.580567429018	2.84082803098
0.7415	1.55526820729	1.76471415729	1.96604197846	0.29517836883	0.58224025883	2.83915520117
0.741666666667	1.55570942139	1.76515537139	1.96477722554	0.296884335858	0.583946225858	2.83744923414
0.741833333333	1.55615925473	1.76560520473	1.96348661561	0.298624779114	0.585686669114	2.83570879089
0.742	1.55661806275	1.76606401275	1.9621690823	0.300401120446	0.587463010446	2.83393244955
0.742166666667	1.55708622337	1.76653217337	1.96082349185	0.302214871517	0.589276761516	2.83211869848
0.742333333333	1.55756413889	1.76701008889	1.95944863737	0.304067641529	0.591129531529	2.83026592847
0.7425	1.55805223815	1.76749818815	1.95804323235	0.305961145804	0.593023035804	2.8283724242
0.742666666667	1.55855097889	1.76799692889	1.95660590357	0.307897215322	0.594959105322	2.82643635468
0.742833333333	1.55906085043	1.76850680043	1.95513518307	0.309877807358	0.596939697358	2.82445576264
0.743	1.55958237663	1.76902832663	1.95362949925	0.311905017374	0.598966907374	2.82242855263
0.743166666667	1.56011611923	1.76956206923	1.95208716689	0.313981092339	0.601042982339	2.82035247766
0.743333333333	1.5606626816	1.7701086316	1.9505063759	0.316108445694	0.603170335694	2.81822512431
0.7435	1.56122271293	1.77066866293	1.94888517871	0.318289674222	0.605351564222	2.81604389578
0.743666666667	1.56179691301	1.77124286301	1.94722147592	0.320527577092	0.607589467092	2.81380599291
0.743833333333	1.56238603764	1.77183198764	1.94551300018	0.322825177461	0.609887067461	2.81150839254
0.744	1.56299090473	1.77243685473	1.94375729771	0.325185747022	0.612247637022	2.80914782298
0.744166666667	1.56361240135	1.77305835135	1.94195170733	0.327612834021	0.614674724021	2.80672073598
0.744333333333	1.56425149172	1.77369744172	1.94009333639	0.33011029533	0.61717218533	2.80422327467
0.7445	1.56490922642	1.77435517642	1.93817903311	0.332682333309	0.619744223309	2.80165123669
0.744666666667	1.56558675305	1.77503270305	1.9362053547	0.335333538347	0.622395428347	2.79900003165
0.744833333333	1.56628532854	1.77573127854	1.93416853039	0.338068938153	0.625130828153	2.79626463185
0.745	1.5670063335	1.7764522835	1.93206441836	0.340894055135	0.627955945135	2.79343951486
0.745166666667	1.56775128897	1.77719723897	1.92988845546	0.343814973505	0.630876863505	2.7905185965
0.745333333333	1.56852187618	1.77796782618	1.92763559801	0.346838418169	0.633900308169	2.78749515183
0.7455	1.56931995984	1.77876590984	1.92530025188	0.349971847966	0.637033737966	2.78436172203
0.745666666667	1.57014761586	1.77959356586	1.92287618935	0.353223566514	0.640285456514	2.78111000349
0.745833333333	1.57100716448	1.78045311448	1.92035644968	0.3566028548	0.6436647448	2.7777307152
0.746	1.57190121021	1.78134716021	1.91773321936	0.360120130852	0.647182020852	2.77421343915
